"","Gene.Symbol","StrataNGSv3","xT","Match type.x","Approved symbol.x","Approved name.x","HGNC ID.x","Location.x","xO","TSO500","Match type.y","Approved symbol.y","Approved name.y","HGNC ID.y","Location.y","FoundationOne","Match type","Approved symbol","Approved name","HGNC ID","Location","MSK"
"1737","TET2","Yes","Yes","Approved symbol","TET2","tet methylcytosine dioxygenase 2","HGNC:25941","4q24","Yes","Yes","Approved symbol","TET2","tet methylcytosine dioxygenase 2","HGNC:25941","4q24","Yes","Approved symbol","TET2","tet methylcytosine dioxygenase 2","HGNC:25941","4q24","Yes"
"1738","TET3",NA,NA,"Approved symbol","TET3","tet methylcytosine dioxygenase 3","HGNC:28313","2p13.1","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1739","TFE3","Yes",NA,"Approved symbol","TFE3","transcription factor binding to IGHM enhancer 3","HGNC:11752","Xp11.23","Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1740","TFEB",NA,NA,"Approved symbol","TFEB","transcription factor EB","HGNC:11753","6p21.1","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1741","TFEC",NA,NA,"Approved symbol","TFEC","transcription factor EC","HGNC:11754","7q31.2","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1742","TFG",NA,NA,"Approved symbol","TFG","TRK-fused gene","HGNC:11758","3q12.2","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1743","TFRC",NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1744","TGFA",NA,NA,"Approved symbol","TGFA","transforming growth factor alpha","HGNC:11765","2p13.3","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1745","TGFB1",NA,NA,"Approved symbol","TGFB1","transforming growth factor beta 1","HGNC:11766","19q13.1","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1746","TGFB2",NA,NA,"Approved symbol","TGFB2","transforming growth factor beta 2","HGNC:11768","1q41","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1747","TGFBR1",NA,NA,"Approved symbol","TGFBR1","transforming growth factor beta receptor 1","HGNC:11772","9q22.33","Yes","Yes",NA,NA,NA,NA,NA,NA,"Approved symbol","TGFBR1","transforming growth factor beta receptor 1","HGNC:11772","9q22.33","Yes"
"1748","TGFBR2","Yes","Yes","Approved symbol","TGFBR2","transforming growth factor beta receptor 2","HGNC:11773","3p24.1","Yes","Yes","Approved symbol","TGFBR2","transforming growth factor beta receptor 2","HGNC:11773","3p24.1","Yes","Approved symbol","TGFBR2","transforming growth factor beta receptor 2","HGNC:11773","3p24.1","Yes"
"1749","TGM7","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1750","THBS1","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1751","THPO",NA,NA,"Approved symbol","THPO","thrombopoietin","HGNC:11795","3q27.1","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1752","TIE1",NA,NA,"Approved symbol","TIE1","tyrosine kinase with immunoglobulin like and EGF like domains 1","HGNC:11809","1p34.2","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1753","TIGIT",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1754","TIMP3","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1755","TINF2",NA,NA,"Approved symbol","TINF2","TERF1 interacting nuclear factor 2","HGNC:11824","14q12","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1756","TIPARP",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Approved symbol","TIPARP","TCDD inducible poly(ADP-ribose) polymerase","HGNC:23696","3q25.31","Yes",NA,NA,NA,NA,NA,NA
"1757","TLK1",NA,NA,"Approved symbol","TLK1","tousled like kinase 1","HGNC:11841","2q31.1","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1758","TLK2",NA,NA,"Approved symbol","TLK2","tousled like kinase 2","HGNC:11842","17q23","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1759","TLR1",NA,NA,"Approved symbol","TLR1","toll like receptor 1","HGNC:11847","4p14","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1760","TLR10",NA,NA,"Approved symbol","TLR10","toll like receptor 10","HGNC:15634","4p14","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1761","TLR2",NA,NA,"Approved symbol","TLR2","toll like receptor 2","HGNC:11848","4q31.3","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1762","TLR4","Yes",NA,"Approved symbol","TLR4","toll like receptor 4","HGNC:11850","9q33.1","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1763","TLR5",NA,NA,"Approved symbol","TLR5","toll like receptor 5","HGNC:11851","1q41","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1764","TLR6",NA,NA,"Approved symbol","TLR6","toll like receptor 6","HGNC:16711","4p14","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1765","TLR7",NA,NA,"Approved symbol","TLR7","toll like receptor 7","HGNC:15631","Xp22.2","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1766","TLR8",NA,NA,"Approved symbol","TLR8","toll like receptor 8","HGNC:15632","Xp22.2","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1767","TLR9",NA,NA,"Approved symbol","TLR9","toll like receptor 9","HGNC:15633","3p21.2","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1768","TLX1","Yes",NA,"Approved symbol","TLX1","T cell leukemia homeobox 1","HGNC:5056","10q24.31","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1769","TLX2",NA,NA,"Approved symbol","TLX2","T cell leukemia homeobox 2","HGNC:5057","2p13.1","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1770","TLX3",NA,NA,"Approved symbol","TLX3","T cell leukemia homeobox 3","HGNC:13532","5q35.1","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1771","TMC6",NA,NA,"Approved symbol","TMC6","transmembrane channel like 6","HGNC:18021","17q25.3","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1772","TMC8",NA,NA,"Approved symbol","TMC8","transmembrane channel like 8","HGNC:20474","17q25.3","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1773","TMEM127",NA,"Yes","Approved symbol","TMEM127","transmembrane protein 127","HGNC:26038","2q11.2","Yes","Yes",NA,NA,NA,NA,NA,NA,"Approved symbol","TMEM127","transmembrane protein 127","HGNC:26038","2q11.2","Yes"
"1774","TMEM173",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1775","TMEM43",NA,NA,"Approved symbol","TMEM43","transmembrane protein 43","HGNC:28472","3p25.1","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1776","TMPRSS2",NA,"Yes","Approved symbol","TMPRSS2","transmembrane serine protease 2","HGNC:11876","21q22.3","Yes","Yes",NA,NA,NA,NA,NA,NA,"Approved symbol","TMPRSS2","transmembrane serine protease 2","HGNC:11876","21q22.3","Yes"
"1777","TNF",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1778","TNFAIP3","Yes","Yes","Approved symbol","TNFAIP3","TNF alpha induced protein 3","HGNC:11896","6q23.3","Yes","Yes","Approved symbol","TNFAIP3","TNF alpha induced protein 3","HGNC:11896","6q23.3","Yes","Approved symbol","TNFAIP3","TNF alpha induced protein 3","HGNC:11896","6q23.3","Yes"
"1779","TNFRSF14","Yes","Yes","Approved symbol","TNFRSF14","TNF receptor superfamily member 14","HGNC:11912","1p36.32","Yes","Yes","Approved symbol","TNFRSF14","TNF receptor superfamily member 14","HGNC:11912","1p36.32","Yes","Approved symbol","TNFRSF14","TNF receptor superfamily member 14","HGNC:11912","1p36.32","Yes"
"1780","TNFRSF17",NA,"Yes","Approved symbol","TNFRSF17","TNF receptor superfamily member 17","HGNC:11913","16p13.13","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1781","TNFRSF9",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1782","TNK1",NA,NA,"Approved symbol","TNK1","tyrosine kinase non receptor 1","HGNC:11940","17p13.1","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1783","TNK2","Yes",NA,"Approved symbol","TNK2","tyrosine kinase non receptor 2","HGNC:19297","3q29","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1784","TNKS",NA,NA,"Approved symbol","TNKS","tankyrase","HGNC:11941","8p23.1","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1785","TNKS2",NA,NA,"Approved symbol","TNKS2","tankyrase 2","HGNC:15677","10q23.32","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1786","TNNI3",NA,NA,"Approved symbol","TNNI3","troponin I3, cardiac type","HGNC:11947","19q13.4","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1787","TNNT2",NA,NA,"Approved symbol","TNNT2","troponin T2, cardiac type","HGNC:11949","1q32.1","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1788","TOP1","Yes","Yes","Approved symbol","TOP1","DNA topoisomerase I","HGNC:11986","20q12","Yes","Yes",NA,NA,NA,NA,NA,NA,"Approved symbol","TOP1","DNA topoisomerase I","HGNC:11986","20q12","Yes"
"1789","TOP2A",NA,"Yes","Approved symbol","TOP2A","DNA topoisomerase II alpha","HGNC:11989","17q21.2","Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1790","TOP2B",NA,NA,"Approved symbol","TOP2B","DNA topoisomerase II beta","HGNC:11990","3p24.2","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1791","TP53","Yes","Yes","Approved symbol","TP53","tumor protein p53","HGNC:11998","17p13.1","Yes","Yes","Approved symbol","TP53","tumor protein p53","HGNC:11998","17p13.1","Yes","Approved symbol","TP53","tumor protein p53","HGNC:11998","17p13.1","Yes"
"1792","TP53BP1",NA,NA,"Approved symbol","TP53BP1","tumor protein p53 binding protein 1","HGNC:11999","15q15.3","Yes",NA,NA,NA,NA,NA,NA,NA,"Approved symbol","TP53BP1","tumor protein p53 binding protein 1","HGNC:11999","15q15.3","Yes"
"1793","TP63",NA,"Yes","Approved symbol","TP63","tumor protein p63","HGNC:15979","3q28","Yes","Yes",NA,NA,NA,NA,NA,NA,"Approved symbol","TP63","tumor protein p63","HGNC:15979","3q28","Yes"
"1794","TPM1",NA,"Yes","Approved symbol","TPM1","tropomyosin 1","HGNC:12010","15q22.2","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1795","TPMT",NA,"Yes","Approved symbol","TPMT","thiopurine S-methyltransferase","HGNC:12014","6p22.3","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1796","TPR","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1797","TPTE",NA,NA,"Approved symbol","TPTE","transmembrane phosphatase with tensin homology","HGNC:12023","21p11.2","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1798","TPTE2",NA,NA,"Approved symbol","TPTE2","transmembrane phosphoinositide 3-phosphatase and tensin homolog 2","HGNC:17299","13q12.11","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1799","TRAF1",NA,NA,"Approved symbol","TRAF1","TNF receptor associated factor 1","HGNC:12031","9q33.2","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1800","TRAF2",NA,NA,"Approved symbol","TRAF2","TNF receptor associated factor 2","HGNC:12032","9q34.3","Yes","Yes",NA,NA,NA,NA,NA,NA,"Approved symbol","TRAF2","TNF receptor associated factor 2","HGNC:12032","9q34.3","Yes"
"1801","TRAF3",NA,"Yes","Approved symbol","TRAF3","TNF receptor associated factor 3","HGNC:12033","14q32.32","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1802","TRAF3IP1",NA,NA,"Approved symbol","TRAF3IP1","TRAF3 interacting protein 1","HGNC:17861","2q37.3","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1803","TRAF3IP2",NA,NA,"Approved symbol","TRAF3IP2","TRAF3 interacting protein 2","HGNC:1343","6q21","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1804","TRAF3IP3",NA,NA,"Approved symbol","TRAF3IP3","TRAF3 interacting protein 3","HGNC:30766","1q32.2","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1805","TRAF6",NA,NA,"Approved symbol","TRAF6","TNF receptor associated factor 6","HGNC:12036","11p12","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1806","TRAF7",NA,NA,"Approved symbol","TRAF7","TNF receptor associated factor 7","HGNC:20456","16p13.3","Yes","Yes",NA,NA,NA,NA,NA,NA,"Approved symbol","TRAF7","TNF receptor associated factor 7","HGNC:20456","16p13.3","Yes"
"1807","TRIB1",NA,NA,"Approved symbol","TRIB1","tribbles pseudokinase 1","HGNC:16891","8q24.13","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1808","TRIB2",NA,NA,"Approved symbol","TRIB2","tribbles pseudokinase 2","HGNC:30809","2p24.3","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1809","TRIB3",NA,NA,"Approved symbol","TRIB3","tribbles pseudokinase 3","HGNC:16228","20p13","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1810","TRIM24","Yes",NA,"Approved symbol","TRIM24","tripartite motif containing 24","HGNC:11812","7q33-q34","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1811","TRIM28",NA,NA,"Approved symbol","TRIM28","tripartite motif containing 28","HGNC:16384","19q13.4","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1812","TRIM33","Yes",NA,"Approved symbol","TRIM33","tripartite motif containing 33","HGNC:16290","1p13.2","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1813","TRIM66",NA,NA,"Approved symbol","TRIM66","tripartite motif containing 66","HGNC:29005","11p15.4","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1814","TRIO",NA,NA,"Approved symbol","TRIO","trio Rho guanine nucleotide exchange factor","HGNC:12303","5p15.2","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1815","TRIP11","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1816","TRRAP","Yes",NA,"Approved symbol","TRRAP","transformation/transcription domain associated protein","HGNC:12347","7q22.1","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1817","TSC1","Yes","Yes","Approved symbol","TSC1","TSC complex subunit 1","HGNC:12362","9q34","Yes","Yes","Approved symbol","TSC1","TSC complex subunit 1","HGNC:12362","9q34","Yes","Approved symbol","TSC1","TSC complex subunit 1","HGNC:12362","9q34","Yes"
"1818","TSC2","Yes","Yes","Approved symbol","TSC2","TSC complex subunit 2","HGNC:12363","16p13.3","Yes","Yes","Approved symbol","TSC2","TSC complex subunit 2","HGNC:12363","16p13.3","Yes","Approved symbol","TSC2","TSC complex subunit 2","HGNC:12363","16p13.3","Yes"
"1819","TSHR","Yes","Yes","Approved symbol","TSHR","thyroid stimulating hormone receptor","HGNC:12373","14q24-q31","Yes","Yes",NA,NA,NA,NA,NA,NA,"Approved symbol","TSHR","thyroid stimulating hormone receptor","HGNC:12373","14q24-q31","Yes"
"1820","TSHZ3",NA,NA,"Approved symbol","TSHZ3","teashirt zinc finger homeobox 3","HGNC:30700","19q12","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1821","TUSC3",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1822","TWIST1",NA,NA,"Approved symbol","TWIST1","twist family bHLH transcription factor 1","HGNC:12428","7p21.1","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1823","TWIST2",NA,NA,"Approved symbol","TWIST2","twist family bHLH transcription factor 2","HGNC:20670","2q37.3","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1824","TXK",NA,NA,"Approved symbol","TXK","TXK tyrosine kinase","HGNC:12434","4p12","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1825","TYK2",NA,NA,"Approved symbol","TYK2","tyrosine kinase 2","HGNC:12440","19p13.2","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1826","TYMS",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1827","TYRO3",NA,NA,"Approved symbol","TYRO3","TYRO3 protein tyrosine kinase","HGNC:12446","15q15.1","Yes",NA,"Approved symbol","TYRO3","TYRO3 protein tyrosine kinase","HGNC:12446","15q15.1","Yes",NA,NA,NA,NA,NA,NA
"1828","U2AF1",NA,"Yes","Approved symbol","U2AF1","U2 small nuclear RNA auxiliary factor 1","HGNC:12453","21q22.3","Yes","Yes","Approved symbol","U2AF1","U2 small nuclear RNA auxiliary factor 1","HGNC:12453","21q22.3","Yes","Approved symbol","U2AF1","U2 small nuclear RNA auxiliary factor 1","HGNC:12453","21q22.3","Yes"
"1829","U2AF2",NA,NA,"Approved symbol","U2AF2","U2 small nuclear RNA auxiliary factor 2","HGNC:23156","19q13.43","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1830","UBE2D1",NA,NA,"Approved symbol","UBE2D1","ubiquitin conjugating enzyme E2 D1","HGNC:12474","10q21.1","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1831","UBE2D2",NA,NA,"Approved symbol","UBE2D2","ubiquitin conjugating enzyme E2 D2","HGNC:12475","5q31.2","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1832","UBE2D3",NA,NA,"Approved symbol","UBE2D3","ubiquitin conjugating enzyme E2 D3","HGNC:12476","4q24","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1833","UBE2D4",NA,NA,"Approved symbol","UBE2D4","ubiquitin conjugating enzyme E2 D4 (putative)","HGNC:21647","7p13","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1834","UBE2T",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1835","UBE4A",NA,NA,"Approved symbol","UBE4A","ubiquitination factor E4A","HGNC:12499","11q23.3","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1836","UBR5","Yes",NA,"Approved symbol","UBR5","ubiquitin protein ligase E3 component n-recognin 5","HGNC:16806","8q22.3","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1837","UGT1A1","Yes","Yes","Approved symbol","UGT1A1","UDP glucuronosyltransferase family 1 member A1","HGNC:12530","2q37.1","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1838","UGT1A4",NA,NA,"Approved symbol","UGT1A4","UDP glucuronosyltransferase family 1 member A4","HGNC:12536","2q37.1","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1839","UGT1A9",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1840","UHRF1",NA,NA,"Approved symbol","UHRF1","ubiquitin like with PHD and ring finger domains 1","HGNC:12556","19p13.3","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1841","UHRF2",NA,NA,"Approved symbol","UHRF2","ubiquitin like with PHD and ring finger domains 2","HGNC:12557","9p24.1","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1842","UMPS",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1843","UPF1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Approved symbol","UPF1","UPF1 RNA helicase and ATPase","HGNC:9962","19p13.11","Yes"
"1844","USB1",NA,NA,"Approved symbol","USB1","U6 snRNA biogenesis phosphodiesterase 1","HGNC:25792","16q21","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1845","USP9X","Yes",NA,"Approved symbol","USP9X","ubiquitin specific peptidase 9 X-linked","HGNC:12632","Xp11.4","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1846","USP9Y",NA,NA,"Approved symbol","USP9Y","ubiquitin specific peptidase 9 Y-linked","HGNC:12633","Yq11.221","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1847","UTY",NA,NA,"Approved symbol","UTY","ubiquitously transcribed tetratricopeptide repeat containing, Y-linked","HGNC:12638","Yq11.221","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1848","VAV1",NA,NA,"Approved symbol","VAV1","vav guanine nucleotide exchange factor 1","HGNC:12657","19p13.3","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1849","VAV2",NA,NA,"Approved symbol","VAV2","vav guanine nucleotide exchange factor 2","HGNC:12658","9q34.2","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1850","VAV3",NA,NA,"Approved symbol","VAV3","vav guanine nucleotide exchange factor 3","HGNC:12659","1p13.3","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1851","VDR",NA,NA,"Approved symbol","VDR","vitamin D receptor","HGNC:12679","12q13.11","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1852","VEGFA",NA,"Yes","Approved symbol","VEGFA","vascular endothelial growth factor A","HGNC:12680","6p21.1","Yes","Yes","Approved symbol","VEGFA","vascular endothelial growth factor A","HGNC:12680","6p21.1","Yes","Approved symbol","VEGFA","vascular endothelial growth factor A","HGNC:12680","6p21.1","Yes"
"1853","VEGFB",NA,NA,"Approved symbol","VEGFB","vascular endothelial growth factor B","HGNC:12681","11q13.1","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1854","VEGFC",NA,NA,"Approved symbol","VEGFC","vascular endothelial growth factor C","HGNC:12682","4q34.3","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1855","VGLL1",NA,NA,"Approved symbol","VGLL1","vestigial like family member 1","HGNC:20985","Xq26.3","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1856","VGLL2",NA,NA,"Approved symbol","VGLL2","vestigial like family member 2","HGNC:20232","6q22.1","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1857","VGLL3",NA,NA,"Approved symbol","VGLL3","vestigial like family member 3","HGNC:24327","3p12.1","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1858","VGLL4",NA,NA,"Approved symbol","VGLL4","vestigial like family member 4","HGNC:28966","3p25.3-p25.2","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1859","VHL","Yes","Yes","Approved symbol","VHL","von Hippel-Lindau tumor suppressor","HGNC:12687","3p25.3","Yes","Yes","Approved symbol","VHL","von Hippel-Lindau tumor suppressor","HGNC:12687","3p25.3","Yes","Approved symbol","VHL","von Hippel-Lindau tumor suppressor","HGNC:12687","3p25.3","Yes"
"1860","VHLL",NA,NA,"Approved symbol","VHLL","VHL like","HGNC:30666","1q22","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1861","VKORC1",NA,NA,"Approved symbol","VKORC1","vitamin K epoxide reductase complex subunit 1","HGNC:23663","16p11.2","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1862","VTCN1",NA,NA,"Approved symbol","VTCN1","V-set domain containing T cell activation inhibitor 1","HGNC:28873","1p13.1-p12","Yes","Yes",NA,NA,NA,NA,NA,NA,"Approved symbol","VTCN1","V-set domain containing T cell activation inhibitor 1","HGNC:28873","1p13.1-p12","Yes"
"1863","WAPL",NA,NA,"Approved symbol","WAPL","WAPL cohesin release factor","HGNC:23293","10q23.2","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1864","WAS","Yes",NA,"Approved symbol","WAS","WASP actin nucleation promoting factor","HGNC:12731","Xp11.23","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1865","WASL",NA,NA,"Approved symbol","WASL","WASP like actin nucleation promoting factor","HGNC:12735","7q31.32","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1866","WEE1",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1867","WHSC1","Yes","Yes","Previous symbol","NSD2","nuclear receptor binding SET domain protein 2","HGNC:12766","4p16.3","Yes",NA,"Previous symbol","NSD2","nuclear receptor binding SET domain protein 2","HGNC:12766","4p16.3","Yes","Previous symbol","NSD2","nuclear receptor binding SET domain protein 2","HGNC:12766","4p16.3","Yes"
"1868","WHSC1L1",NA,NA,"Previous symbol","NSD3","nuclear receptor binding SET domain protein 3","HGNC:12767","8p11.23","Yes",NA,"Previous symbol","NSD3","nuclear receptor binding SET domain protein 3","HGNC:12767","8p11.23","Yes","Previous symbol","NSD3","nuclear receptor binding SET domain protein 3","HGNC:12767","8p11.23","Yes"
